Geo Point;Geo Shape;objectid;id_lot;codcom;surfha;numads;numparc;typelot;nblot;datedecist;daact1;vocation;maouvr;etape;contrplh;datesig;date_modif;nomlot;decis;datedecis;datedecism;datetrans;modame;nature;nblog;prlog;amecrea;nblogplh;plh;obs;urbcrea
48.1251412815, -1.81835356764;"{""type"": ""Polygon"", ""coordinates"": [[[-1.818197530494262, 48.125269719160144], [-1.818266834044355, 48.12485335732982], [-1.818476138224472, 48.12487063189444], [-1.818472983275298, 48.124905999963104], [-1.818456849691341, 48.12502572094056], [-1.818508712464034, 48.12523496325224], [-1.818533135943621, 48.12534217086715], [-1.818492661727675, 48.12534693066349], [-1.818438084384855, 48.125353452861326], [-1.818443583445208, 48.125369083113085], [-1.818444714970037, 48.12537110840327], [-1.818279406768304, 48.12538533384198], [-1.818280471666431, 48.1253909666177], [-1.818216458155309, 48.125394459590304], [-1.818206321053121, 48.125343607540415], [-1.81819547015046, 48.125279357915204], [-1.818197530494262, 48.125269719160144]]]}";227;367;35131;0.11120559;DP 35131 15 M0014;;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20150810JC;2017-09-05T10:09:21Z;;AM;20150727;;;;;;;;;;;
48.1901052215, -1.62666649524;"{""type"": ""Polygon"", ""coordinates"": [[[-1.626898740909622, 48.19045839643129], [-1.626677623925478, 48.190398531968775], [-1.626555049349083, 48.190363090519064], [-1.626495655123713, 48.19034394216283], [-1.626316624442431, 48.19028905384997], [-1.626246746659437, 48.190268704676235], [-1.626149922985534, 48.190237904808434], [-1.626177153967698, 48.19013454486638], [-1.626198975937821, 48.190048972137234], [-1.626209771364678, 48.19000564979796], [-1.626246414497818, 48.18990506530442], [-1.626284657743305, 48.18980279467054], [-1.626303185782558, 48.18975105247534], [-1.627289243038061, 48.19000697174363], [-1.627238597541392, 48.190065681065995], [-1.627194822500617, 48.19011537438237], [-1.627070542683712, 48.190260386841075], [-1.627053345682471, 48.190280449787075], [-1.626982734281876, 48.19036140551506], [-1.626898740909622, 48.19045839643129]]]}";318;455;35024;0.39451442;PA 35024 16 M0001;AN56, 57;Permis d'aménager;3;;;Habitat;Communale;En cours d'aménagement;;20171215CB;2017-12-15T16:35:06Z;;AM;20160506;20170927;;;;;;;;;;
48.1568696247, -1.72326008782;"{""type"": ""Polygon"", ""coordinates"": [[[-1.723458377990203, 48.157150958542154], [-1.723065069616767, 48.156937320908234], [-1.722826725484409, 48.15680689170371], [-1.722808479496667, 48.15679736798345], [-1.722909268615327, 48.15671420537504], [-1.723062735421415, 48.15659013350027], [-1.723192004729833, 48.15665898843736], [-1.723220938890501, 48.15667492177514], [-1.723538894846486, 48.15684668689886], [-1.723552247522468, 48.15685424872089], [-1.723710869100789, 48.15694064120036], [-1.723613952023624, 48.15702049176553], [-1.723611928766209, 48.15702192645918], [-1.723600106943202, 48.157031062238225], [-1.723458377990203, 48.157150958542154]]]}";347;484;35189;0.18620396;PA 35189 15 M0001;AC168, 169, 170;Permis d'aménager;2;;;Habitat;Communale;En cours d'aménagement;;20160831MT;2017-09-05T10:09:21Z;;AM;20150903;;;;;;;;;;;
48.2135192342, -1.89359582715;"{""type"": ""Polygon"", ""coordinates"": [[[-1.893493300824984, 48.213419805859914], [-1.893547446017243, 48.21328304518071], [-1.893650657342823, 48.21330209227188], [-1.893818840543828, 48.21333225783016], [-1.893820897694408, 48.213332621044536], [-1.893802145047579, 48.21337505363286], [-1.893773087887704, 48.21344099496423], [-1.89375990624031, 48.21347111465275], [-1.893670603075409, 48.213674886986404], [-1.89364391117592, 48.21373450943562], [-1.893636880960871, 48.21375841979916], [-1.893485162323306, 48.21373124950089], [-1.893377147308002, 48.213711324825624], [-1.8934599410785, 48.2135043145598], [-1.893493300824984, 48.213419805859914]]]}";247;384;35245;0.10051681;DP 35245 13 B0043;;Déclaration préalable;2;20131014;;Habitat;Communale;En cours d'aménagement;Non;20151009JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.047510829, -1.61031118936;"{""type"": ""Polygon"", ""coordinates"": [[[-1.610405878915772, 48.047295736128845], [-1.610456061643714, 48.04727534030911], [-1.610545325962324, 48.04735402148225], [-1.61052862566592, 48.04735811589272], [-1.610590153231878, 48.047374477453296], [-1.610616933112542, 48.047414039155875], [-1.610619963149325, 48.0474931188071], [-1.610619940649051, 48.04749888635791], [-1.610620263774755, 48.047589788186016], [-1.61061959331326, 48.047609367641954], [-1.610615369088344, 48.04765837352762], [-1.610612530655541, 48.0476717327508], [-1.610602834589888, 48.047682033445376], [-1.610514063462178, 48.0476826238897], [-1.610339201544567, 48.047685228736185], [-1.610285522088892, 48.047686032118435], [-1.610208362377628, 48.04768723743892], [-1.610041014752402, 48.04768972038675], [-1.610038012291813, 48.04767866803811], [-1.610006494101775, 48.04756496076686], [-1.609987704538525, 48.04751705895255], [-1.609933478983363, 48.04738380961528], [-1.610067735482612, 48.047376437991794], [-1.610168378105042, 48.047371857257794], [-1.610211825810576, 48.04736632874168], [-1.610244535302102, 48.04735942921005], [-1.610290764503413, 48.04734441820222], [-1.610305785900606, 48.047339580291336], [-1.61034434285015, 48.047324426742136], [-1.610405878915772, 48.047295736128845]]]}";114;256;35352;0.17567517;PA 35352 12 M0002;;Permis d'aménager;4;;;Habitat;Communale;En cours d'aménagement;Non;20140908JC;2017-09-05T10:09:21Z;Turpin;AM;20121018;20130812;;;;;;;;;;
48.1286466831, -1.59456292307;"{""type"": ""Polygon"", ""coordinates"": [[[-1.594532900460609, 48.12840576410888], [-1.59457009892393, 48.12840031380046], [-1.594595925636446, 48.128404688250285], [-1.594624656027977, 48.12842201139447], [-1.594694502682057, 48.128500492742354], [-1.594643033850416, 48.128519487698654], [-1.594692969509141, 48.128578288869434], [-1.59470919569103, 48.128597395420286], [-1.594938778271072, 48.128865916687545], [-1.594539448501464, 48.1288718667457], [-1.59433799305112, 48.12863501817568], [-1.594198006912877, 48.12847022793243], [-1.594228346065529, 48.12846180805863], [-1.59427196584179, 48.12845592117277], [-1.594338875756445, 48.1284486895513], [-1.594369809904607, 48.12844534560504], [-1.594435251692235, 48.12843363146283], [-1.594496150076119, 48.12841624217852], [-1.594532900460609, 48.12840576410888]]]}";5212;568;35334;;DP 35334 17 M0068;BC0074;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20171019CB;2017-10-24T16:07:58Z;;AM;20170811;;;;;;;;;;;
47.9734072163, -1.71680584785;"{""type"": ""Polygon"", ""coordinates"": [[[-1.71718079068576, 47.973601975649196], [-1.717116461066991, 47.97369851926583], [-1.717079436791415, 47.973722209994364], [-1.71704193433705, 47.97373330461832], [-1.716995806947793, 47.973741059401846], [-1.716894948032563, 47.97373286278032], [-1.716782236340437, 47.97354619006441], [-1.716755831236762, 47.97351123116839], [-1.716727709224159, 47.97346039296567], [-1.716540196534742, 47.97324075180921], [-1.716401799631534, 47.973074058909155], [-1.716575997608247, 47.973010934031635], [-1.716870948538745, 47.973349159412045], [-1.716923136920131, 47.97339171030528], [-1.716997516478923, 47.973452358487535], [-1.717008913755394, 47.97346108113907], [-1.717057782869286, 47.97350250514065], [-1.717119593734496, 47.97355339924573], [-1.71718079068576, 47.973601975649196]]]}";6014;578;35139;;DP 35139 17 M0070;L237;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20171025CB;2017-10-25T10:03:31Z;;AM;20171002;;;;;;;;;;;
48.1731698973, -1.65242754348;"{""type"": ""Polygon"", ""coordinates"": [[[-1.652253648844198, 48.173116744571075], [-1.652233658736254, 48.17291481740343], [-1.652230320634391, 48.172882334491966], [-1.652421748906513, 48.1728749588809], [-1.652425148363491, 48.17290662837206], [-1.652479602941096, 48.1729248813991], [-1.652483789544272, 48.17294886019936], [-1.652529717540425, 48.17294430094642], [-1.652560210364971, 48.17294036547516], [-1.652572729042592, 48.17298500188044], [-1.652578172679768, 48.173022896069035], [-1.65259346068172, 48.17314292809416], [-1.652600390420948, 48.17320473000922], [-1.652610167772339, 48.17333832020007], [-1.652615252470207, 48.17342443477902], [-1.652619196538184, 48.17350239594869], [-1.652575202369482, 48.17348363011405], [-1.652513049610972, 48.17345920069803], [-1.652267355093771, 48.17336244611442], [-1.652266206960367, 48.17333780389625], [-1.652262451887966, 48.17331263629666], [-1.652256646064721, 48.173261781701136], [-1.652267965537737, 48.17326033311774], [-1.652263021795704, 48.17321007441515], [-1.652253648844198, 48.173116744571075]]]}";6016;579;35024;0.14813472;DP 35024 17 M0092;BB66, BB67, BB76, BB77;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;Non;20171025CB;2017-10-25T12:31:53Z;;AM;20171005;;;;;;;;;;;
48.2159089062, -1.79343430297;"{""type"": ""Polygon"", ""coordinates"": [[[-1.793086228545799, 48.215459270709346], [-1.793079416600089, 48.215393186308624], [-1.793735285611955, 48.21561582492064], [-1.79405370382174, 48.21612169264461], [-1.794005273528641, 48.21613527306186], [-1.793273698868261, 48.21629069962188], [-1.793114112048032, 48.21632464341064], [-1.793076379189707, 48.21625394206472], [-1.793072511780372, 48.21624716420899], [-1.793068644372053, 48.21624038635311], [-1.793064642648176, 48.21623361408499], [-1.793060506608793, 48.2162268474046], [-1.793056244615094, 48.216220176077705], [-1.793051856667105, 48.216213600104304], [-1.793047326042607, 48.2162069399528], [-1.793042803780393, 48.2162003695669], [-1.793038021247489, 48.21619390012232], [-1.793033096038231, 48.21618734649957], [-1.793028044874869, 48.21618088823024], [-1.793023002073846, 48.21617451972647], [-1.793017690641252, 48.21616816239813], [-1.793012379209968, 48.21616180506954], [-1.79300694182466, 48.21615554309429], [-1.79300124416898, 48.21614938206021], [-1.792995546514663, 48.216143221025824], [-1.792989580229044, 48.21613707116675], [-1.792983756622166, 48.216131005485344], [-1.792977798700358, 48.21612494539145], [-1.79297158050835, 48.21611898623856], [-1.792965362317784, 48.21611302708535], [-1.792958883857093, 48.216107168873094], [-1.792952405397872, 48.21610131066048], [-1.792945800984826, 48.21609554780103], [-1.792939070617957, 48.216089880294746], [-1.792932071620168, 48.216084223963485], [-1.792925349617176, 48.216078646222186], [-1.792918224667121, 48.216073085243615], [-1.792911108079465, 48.21606761403039], [-1.792903865538022, 48.216062238170224], [-1.792896488681958, 48.21605686789729], [-1.792889120188252, 48.216051587389664], [-1.792879032473991, 48.216044617731306], [-1.793045522584511, 48.215911081820444], [-1.79301688851862, 48.21584396693142], [-1.79300785897278, 48.2158206066499], [-1.793148241626032, 48.21580988938658], [-1.793104190488195, 48.2155782844693], [-1.793086228545799, 48.215459270709346]]]}";385;522;35120;0.50692076;PA 35120 16 M0001;AK290, 291;Permis d'aménager;8;;;Habitat;Communale;En cours d'aménagement;;20171019CB;2017-12-01T17:01:07Z;Le Champ Mauvy;AM;20160630;20170807;;;;;;;;;;
47.97995371, -1.72642571933;"{""type"": ""Polygon"", ""coordinates"": [[[-1.727029852653429, 47.97971617464708], [-1.726959385362783, 47.97971024805656], [-1.726922542333497, 47.979715371154214], [-1.726905671329155, 47.979720211734296], [-1.726850619595275, 47.97970526916675], [-1.726800845861516, 47.97969227175229], [-1.726794648977352, 47.97980652034754], [-1.726685376860397, 47.979956016152514], [-1.726610626287527, 47.9800588522434], [-1.726546489108089, 47.980039958535926], [-1.72647480632152, 47.98014699351804], [-1.726333909005818, 47.9801473033104], [-1.726251656836153, 47.98014753906667], [-1.726007708256884, 47.980148130270415], [-1.725972752565787, 47.98005351015539], [-1.726173347942345, 47.98005290335149], [-1.726173083296185, 47.97994576973338], [-1.726173033250756, 47.97991738615613], [-1.726172841630324, 47.979819801519426], [-1.726276856244951, 47.9798227240313], [-1.72655942062564, 47.979830543254536], [-1.7266842917008, 47.97983404763293], [-1.726707077279455, 47.97979994687341], [-1.726715988753819, 47.979762362840574], [-1.726746997575927, 47.97963177237654], [-1.726747166500297, 47.97963068405598], [-1.72677708200808, 47.97964080532661], [-1.727029852653429, 47.97971617464708]]]}";6410;581;35139;;PA 35139 16 M0003;A1143, A1142, A1139, A1134, A1131, A1135, A1146, A1149, A1141;Permis d'aménager;2;;;Habitat;Communale;En cours d'aménagement;;20171215CB;2017-12-15T16:23:43Z;;AM;20170518;;;;;;;;;;;
48.2118787347, -1.58908252061;"{""type"": ""Polygon"", ""coordinates"": [[[-1.590224586174368, 48.2119921223675], [-1.590202699346608, 48.21194623283171], [-1.589532649258282, 48.211833542609675], [-1.589392553553264, 48.212105276313416], [-1.58921303632367, 48.212084586318355], [-1.58917838917199, 48.212128403099584], [-1.589103336762535, 48.21211517467885], [-1.588430684899901, 48.21200050941944], [-1.588477499842275, 48.21179529120229], [-1.588559580349298, 48.21176337071893], [-1.588714769593051, 48.21161402237603], [-1.589218845609017, 48.21170828083489], [-1.589342449702198, 48.21173083759515], [-1.589691977652545, 48.21179412924213], [-1.589945068690984, 48.21184171026623], [-1.590274949004845, 48.2119008274742], [-1.590224586174368, 48.2119921223675]]]}";399;535;35315;0.35990445;PA 35315 16 M0002;A1493, 1494;Permis d'aménager;3;;;Habitat;Communale;En cours d'aménagement;;20171215CB;2017-12-15T16:31:53Z;Le Pré du Tronchay;AM;20170227;20171018;;;;;;;;;;
48.1303387809, -1.54348822232;"{""type"": ""Polygon"", ""coordinates"": [[[-1.543763510305999, 48.13051692601097], [-1.543689843884056, 48.13053776523388], [-1.543668204333478, 48.13054267437045], [-1.543624419986291, 48.13055134131714], [-1.543510675330506, 48.13057403373537], [-1.543396283713498, 48.13059702188293], [-1.54338704085047, 48.13058071887037], [-1.543213700475039, 48.13021275870506], [-1.543181343810635, 48.13014340004876], [-1.543170063211744, 48.13011771724661], [-1.543166801251213, 48.1301036106433], [-1.543581135237203, 48.13015337756305], [-1.543693500098503, 48.13016695881922], [-1.543724380998097, 48.13032034672441], [-1.543748547048458, 48.13044030331179], [-1.543760002012767, 48.13049697279678], [-1.543763510305999, 48.13051692601097]]]}";6414;585;35001;;DP 35001 14 M0048;AC113;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20171215CB;2017-12-15T16:40:42Z;;AM;20170922;;;;;;;;;;;
48.1896892082, -1.62688631522;"{""type"": ""Polygon"", ""coordinates"": [[[-1.627299176434634, 48.19000954598996], [-1.627289243038061, 48.19000697174363], [-1.626303185782558, 48.18975105247534], [-1.62633397607867, 48.18966331737377], [-1.626350266837089, 48.18963166774793], [-1.626381408312645, 48.1895628399959], [-1.62641459594135, 48.18949429043919], [-1.62649354407232, 48.18933965684532], [-1.626679342452685, 48.1894039138195], [-1.627011851085721, 48.18951579676604], [-1.627443606343056, 48.18965693866328], [-1.627515670084842, 48.189680623151666], [-1.627461674577523, 48.18976352454021], [-1.627349228687606, 48.189933741028085], [-1.627299176434634, 48.19000954598996]]]}";8410;597;35024;;PA 35024 17 M0001;AN0193, AN0194, AN0197p;Permis d'aménager;6;;;Habitat;Communale;En cours d'aménagement;;20180302CB;2018-03-02T14:42:23Z;La Gentilhommière;AM;20180119;;;;;;;;;;;
48.2203807598, -1.77638214559;"{""type"": ""Polygon"", ""coordinates"": [[[-1.776559096382179, 48.22063812145529], [-1.77601904733866, 48.22042324231246], [-1.77589287853139, 48.220547240012664], [-1.775865953781025, 48.22058404048917], [-1.775857252117088, 48.220625402254086], [-1.775863307860053, 48.22065723122178], [-1.775766768867736, 48.22062248435364], [-1.776305659278582, 48.220105790826665], [-1.776337299735516, 48.220119798314755], [-1.776806914473173, 48.22032840450073], [-1.776782236392842, 48.22035889433094], [-1.776600910920086, 48.22058159971962], [-1.776559096382179, 48.22063812145529]]]}";8811;600;35120;;DP 35120 18 M0002;;Déclaration préalable;1;20180211;;Habitat;Communale;En cours d'aménagement;;20180315CB;2018-03-15T11:10:30Z;;;;;;;;;;;;;;
48.1071691591, -1.86549656795;"{""type"": ""Polygon"", ""coordinates"": [[[-1.865366697214352, 48.106976583502615], [-1.86566190689681, 48.10687587953009], [-1.865654912528152, 48.10694136560073], [-1.865713120686981, 48.10703869850369], [-1.865803501346536, 48.107180698140915], [-1.865810006957172, 48.10720979957906], [-1.865810012093962, 48.107209825496774], [-1.865833670292007, 48.10734108955641], [-1.865306713624506, 48.10742044524371], [-1.865284149398032, 48.10733389258586], [-1.865141950439354, 48.10707180022514], [-1.865126499617139, 48.10704352522874], [-1.865156321934734, 48.10703586454535], [-1.865366697214352, 48.106976583502615]]]}";8812;601;35080;;DP 35080 17 M0036;B214p;Déclaration préalable;2;;;Habitat;Communale;En cours d'aménagement;;20180315CB;2018-03-15T11:14:58Z;;AM;20180220;;;;;;;;;;;
48.2155499346, -1.90341210129;"{""type"": ""Polygon"", ""coordinates"": [[[-1.903147011593425, 48.2153149067488], [-1.903449220963046, 48.21532358307292], [-1.903651810919238, 48.215317032700426], [-1.903666789341248, 48.215332707178305], [-1.903682096519916, 48.215581062112264], [-1.903693282754124, 48.21576353318121], [-1.903153314245531, 48.21579003070401], [-1.903151409060532, 48.21564267262183], [-1.90315060764657, 48.21558331650196], [-1.903147425125193, 48.21534471944738], [-1.903147011593425, 48.2153149067488]]]}";9615;617;35245;;DP 35245 18 M0009;;Déclaration préalable;1;20180329;;Habitat;Communale;En cours d'aménagement;;20180514CB;2018-05-14T15:19:30Z;;;;;;;;;;;;;;
48.0485060846, -1.5970945018;"{""type"": ""Polygon"", ""coordinates"": [[[-1.597207081824662, 48.04820481227917], [-1.597223705397178, 48.04824964881341], [-1.597266097836607, 48.04836355388623], [-1.597255943179375, 48.04845928926526], [-1.597215052496645, 48.04879088297284], [-1.597212838070731, 48.048808271373275], [-1.597202549581811, 48.04880742177394], [-1.596960736228244, 48.048785565123076], [-1.596932469910845, 48.048400155135454], [-1.596921768912861, 48.04826335675671], [-1.5970652128191, 48.048242928225605], [-1.597166743696196, 48.04821660862862], [-1.597207081824662, 48.04820481227917]]]}";10010;619;35352;;DP 35352 18 M0008;;Déclaration préalable;;;;Habitat;Communale;En cours d'aménagement;;20180515CB;2018-05-15T13:49:29Z;;AM;20180416;;;;;;;;;;;
48.1526764687, -1.83686492052;"{""type"": ""Polygon"", ""coordinates"": [[[-1.837176902188694, 48.152471888845184], [-1.837002567893954, 48.15276957822938], [-1.83699548893135, 48.15278168128631], [-1.836972836090753, 48.15282012269302], [-1.836966100563541, 48.15283158048346], [-1.836950839852475, 48.15286412381765], [-1.836933475958688, 48.15293451506325], [-1.83689154418773, 48.15293114097818], [-1.836890063758678, 48.152921109977136], [-1.836736253654544, 48.15290522612906], [-1.836680771716319, 48.15289953776391], [-1.83655895611673, 48.15288302976333], [-1.836543938734431, 48.152880867327575], [-1.836560084905475, 48.15282279152156], [-1.836561601331245, 48.15281733961881], [-1.836562333114206, 48.152814662090364], [-1.836582701002816, 48.1527414474148], [-1.836603009047391, 48.15274401828544], [-1.836661736288107, 48.152751282512035], [-1.836692819854779, 48.15268644265305], [-1.836828696437274, 48.15240514978115], [-1.837176902188694, 48.152471888845184]]]}";10417;626;35275;;DP 35275 18 M0027;;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20180717CB;2018-07-17T14:06:14Z;;AM;20180627;;;;;;;;;;;
48.2073221891, -1.63218589514;"{""type"": ""Polygon"", ""coordinates"": [[[-1.632622421879315, 48.207640875956166], [-1.63233031736937, 48.207691816528516], [-1.632356840370882, 48.20759560197474], [-1.631934240503808, 48.2075400619574], [-1.631586463812878, 48.20749511768464], [-1.63154541416174, 48.20748983017296], [-1.631658096800756, 48.20724706942741], [-1.631778168451231, 48.206993559565], [-1.632162956942737, 48.2070453944268], [-1.632298601948974, 48.207063817229994], [-1.632392066605766, 48.207076367427604], [-1.632562120416393, 48.207098181714365], [-1.632601668210666, 48.20710325894405], [-1.632695790371088, 48.2071126288785], [-1.632770187133842, 48.207119998819685], [-1.632709080914122, 48.207342666323115], [-1.632665383175443, 48.20750714841214], [-1.632622421879315, 48.207640875956166]]]}";398;534;35079;0.46279973;PA 35079 16 M0001;B2102;Permis d'aménager;5;;;Habitat;Communale;En cours d'aménagement;;20180817CB;2018-08-17T15:20:46Z;Rue des Noisilles;AM;20161209;20180622;20180412;;;;;;;;;
47.993954206, -1.61222178803;"{""type"": ""Polygon"", ""coordinates"": [[[-1.612557780205659, 47.99386884470121], [-1.6125484599309, 47.99399455531482], [-1.612547245399044, 47.99401253501618], [-1.612539576302615, 47.99409808256921], [-1.612536823197966, 47.99411837675158], [-1.612531180776832, 47.99415743880938], [-1.612523397944478, 47.994216139679644], [-1.612208249557602, 47.99416249287766], [-1.611910872623714, 47.99411092406551], [-1.611890970178857, 47.99408946826127], [-1.612016337249185, 47.99374932849882], [-1.612114801205067, 47.993479290415095], [-1.612153795032971, 47.993472496664715], [-1.612189091707908, 47.99346639216835], [-1.612266487061526, 47.99350748512255], [-1.612204288154901, 47.993521641722886], [-1.612089904352546, 47.99383928435999], [-1.612110091770221, 47.993862760537766], [-1.612319765677471, 47.993892112800545], [-1.612557780205659, 47.99386884470121]]]}";338;475;35032;0.18419399;PA 35032 16 M0001;ZI485, 489;Permis d'aménager;3;;;Habitat;Communale;En cours d'aménagement;;20180817CB;2018-08-17T15:24:36Z;Rue des Sports;AM;20160725;20180208;;;;;;;;;;
48.0743776252, -1.64242284163;"{""type"": ""Polygon"", ""coordinates"": [[[-1.64268081250492, 48.07397705029105], [-1.642682812177367, 48.07423241902615], [-1.642685530838389, 48.07434782462237], [-1.642691439130199, 48.074552486140206], [-1.642422420395461, 48.074576601320814], [-1.642240090637013, 48.07459288841536], [-1.642205941115575, 48.07459589002118], [-1.642143662385029, 48.074601559868725], [-1.64212587109557, 48.074480005345045], [-1.642121487730976, 48.07441035058979], [-1.642114136658729, 48.07424791684615], [-1.642326444085006, 48.07423159008993], [-1.642615725186993, 48.07420854856852], [-1.642611650350664, 48.074085538790904], [-1.642613936951046, 48.07397047158674], [-1.64268081250492, 48.07397705029105]]]}";11210;634;35055;;DP 35055 18 M0045;;Déclaration préalable;2;20180806;;Habitat;Communale;En cours d'aménagement;;20180820CB;2018-08-20T08:56:36Z;;;;;;;;;;;;;;
48.1618689769, -1.57593893378;"{""type"": ""Polygon"", ""coordinates"": [[[-1.576297398653072, 48.16206863958213], [-1.57617200499995, 48.16210335777041], [-1.576105393797779, 48.162122133824866], [-1.575838111413706, 48.16219691053771], [-1.575446497885888, 48.16230473993272], [-1.575606282205675, 48.16199610509559], [-1.575809295757638, 48.16161015805525], [-1.575917220059338, 48.161409090567595], [-1.576029255304641, 48.16143626133007], [-1.576292061517813, 48.1614976218935], [-1.57627880189792, 48.16151815113888], [-1.576234667334919, 48.16157315458747], [-1.576224462309971, 48.16159320198126], [-1.576219900162906, 48.161611583433164], [-1.576217255553418, 48.161637907488824], [-1.576217580330973, 48.161656725340094], [-1.576233858973914, 48.16172779721065], [-1.5762516242804, 48.16179286341523], [-1.576265977769027, 48.16186500291646], [-1.576281420617694, 48.16197214775085], [-1.576297398653072, 48.16206863958213]]]}";11211;635;35334;;PA 35334 18 M0001;AT144;Permis d'aménager;8;;;Habitat;Communale;En cours d'aménagement;;20180820CB;2018-08-20T09:56:33Z;Lariboisière;AM;20180619;;;;;;;;;;;
48.0454788936, -1.62035605706;"{""type"": ""Polygon"", ""coordinates"": [[[-1.621071442073878, 48.04533050709547], [-1.620917710530263, 48.045488068971245], [-1.62080663816416, 48.045601294614215], [-1.620704750298786, 48.04571505161889], [-1.620508078964792, 48.045664577110216], [-1.620284685931809, 48.04563833426028], [-1.620242368128954, 48.04563544150173], [-1.620188731130015, 48.04563219318581], [-1.620196518330596, 48.045590071367386], [-1.619817375167211, 48.04556369632076], [-1.619759429642588, 48.045560350823536], [-1.61965945681654, 48.04545372419127], [-1.619569718879121, 48.04535785872748], [-1.620376591259533, 48.045342427406766], [-1.621071442073878, 48.04533050709547]]]}";11213;637;35352;;PA 35352 18 M0001;;Permis d'aménager;1;;;Habitat;Communale;En cours d'aménagement;;20180820CB;2018-08-20T10:16:52Z;;AM;20180802;;;;;;;;;;;
48.2229289473, -1.57652346815;"{""type"": ""Polygon"", ""coordinates"": [[[-1.575902835288699, 48.22314762933975], [-1.576200258877512, 48.22264712710665], [-1.576338668835766, 48.22269343708915], [-1.576407614406364, 48.2227136741357], [-1.576721128876441, 48.22279438477943], [-1.577000078069145, 48.22286241214596], [-1.577481589548767, 48.22298095677979], [-1.575902835288699, 48.22314762933975]]]}";152;294;35315;0.29804752;DP 35315 13 M0014;;Déclaration préalable;1;;;Habitat;Communale;Achevé;Non;20141112JC;2017-09-05T10:09:21Z;;AM;20130725;;;;;;;;;;;
48.0806805305, -1.83789200021;"{""type"": ""Polygon"", ""coordinates"": [[[-1.838032623579157, 48.08052316848394], [-1.838130471497302, 48.08050102458115], [-1.838225586693128, 48.08073944133447], [-1.837971820285926, 48.08078977902615], [-1.837652159284123, 48.0808545158712], [-1.837622270573762, 48.08078962648123], [-1.837550974911614, 48.080630232684356], [-1.837613185230925, 48.080616709067634], [-1.837861021133399, 48.08056193562393], [-1.838032623579157, 48.08052316848394]]]}";178;319;35196;0.12009293;DP 35196 14 M0081;;Déclaration préalable;2;20141130;;Habitat;Communale;En cours d'aménagement;;20150414JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.0764148945, -1.6370994864;"{""type"": ""Polygon"", ""coordinates"": [[[-1.637073775835474, 48.07601548901833], [-1.637109043568701, 48.07601145270249], [-1.637165313571794, 48.07601071363731], [-1.637183447741438, 48.07601052243322], [-1.637354715885612, 48.076011719944006], [-1.637487804676467, 48.076011484630584], [-1.637488300022802, 48.076018492848654], [-1.637502726500819, 48.07628525289398], [-1.637502987873727, 48.0762896575025], [-1.637509227060901, 48.07639050378533], [-1.637510797943786, 48.076440899325874], [-1.637513492957204, 48.076527742122835], [-1.637515428241033, 48.076594161689485], [-1.637517410840849, 48.076705992389954], [-1.637428951140844, 48.076728574720185], [-1.637309883238236, 48.076748697933574], [-1.637212132701422, 48.07676814093923], [-1.637182282938444, 48.07677412114238], [-1.63706113559512, 48.07680252758255], [-1.637033805321052, 48.07681110922769], [-1.636981365776942, 48.07682755213366], [-1.636902298004673, 48.0768529087169], [-1.636815420949055, 48.07688263510371], [-1.636732561929978, 48.07677451855673], [-1.636702336494397, 48.0765683160718], [-1.636689338696356, 48.07647603221356], [-1.636677620703183, 48.07638901291765], [-1.636675850606111, 48.07637529825029], [-1.636670512441852, 48.07630541181616], [-1.636673305986647, 48.076276645639105], [-1.636686680239492, 48.07623844198699], [-1.636697416855518, 48.0762053005531], [-1.636719106954452, 48.07616387796395], [-1.63674020264753, 48.07613230082189], [-1.63676327989477, 48.076113799072694], [-1.636796222421038, 48.0760943585903], [-1.63683135826972, 48.07607987548048], [-1.636886387740386, 48.076062336940126], [-1.636984469800312, 48.076036122889455], [-1.637073775835474, 48.07601548901833]]]}";203;343;35055;0.50249748;PA 35055 08 M0001;;Permis d'aménager;6;;;Habitat;Communale;En cours d'aménagement;;20150421JC;2017-09-05T10:09:21Z;Le Chêne Vert;AM;20090420;20111025;;;;;;;;;;
